user_id,product_id,context_id,rating,timestamp
A931203,B1001665,388,3,1760204532
A466351,B1000055,128,5,1761496333
A366224,B1004386,1170,4,1734838060
A639146,B1004121,1198,5,1764514804
A716949,B1001433,62,5,1748690747
A456228,B1002696,515,4,1765006873
A603255,B1000779,316,5,1741326114
A230499,B1004945,597,5,1751940318
A132427,B1001203,539,5,1754591493
A218405,B1000811,782,5,1738054551
A667226,B1004289,25,4,1737951638
A590068,B1000246,1362,5,1752270908
A687762,B1000329,1228,4,1761972013
A879645,B1002894,633,5,1764327660
A192448,B1001414,951,4,1743320630
A895587,B1002445,1090,5,1739134659
A667226,B1002322,283,5,1738663871
A234826,B1001969,1079,5,1741945643
A785558,B1001295,88,5,1746920166
A226737,B1001515,654,4,1755098955
A951157,B1000464,612,4,1757534101
A767354,B1004444,1250,3,1746718350
A100765,B1001865,395,5,1754734047
A866897,B1000569,905,4,1752332716
A989704,B1001904,33,5,1764718576
A519583,B1001258,13,5,1764888275
A144863,B1000068,1445,4,1761852004
A349286,B1003037,78,4,1754289511
A855578,B1004826,875,4,1752512316
A847648,B1003664,769,4,1752813889
A165630,B1004464,740,4,1761197152
A115112,B1003487,958,4,1736484665
A594926,B1002828,387,3,1738173453
A134982,B1001749,299,4,1741045071
A778744,B1003503,700,5,1750531367
A378271,B1003862,269,5,1759228140
A286538,B1002761,935,5,1756402046
A783680,B1000599,187,5,1760049035
A796291,B1003640,963,5,1738283963
A544869,B1001992,633,4,1754472243
A778744,B1002250,1404,4,1741096330
A618169,B1003295,1210,5,1748147503
A853621,B1004585,401,5,1752092022
A921955,B1004647,63,4,1744161268
A736123,B1000948,553,5,1754129509
A425396,B1004962,444,4,1748912241
A980807,B1000991,1465,4,1739136600
A199756,B1000956,1230,5,1757856839
A254129,B1002595,983,4,1751438637
A218902,B1003735,882,5,1738581321
A463153,B1000590,586,5,1743900080
A615139,B1002902,290,4,1737715326
A925495,B1000177,737,5,1759951219
A336832,B1002774,480,4,1740798311
A963411,B1003007,388,4,1752557836
A115474,B1002796,1390,5,1753773399
A746834,B1000675,538,5,1749950819
A654454,B1004663,1028,4,1756060521
A437910,B1004621,1496,4,1749108286
A511398,B1001131,1121,4,1762679817
A326369,B1004666,458,3,1744271140
A954227,B1000261,987,5,1752767733
A296376,B1000241,190,4,1759848111
A745506,B1002787,1230,5,1761512127
A258510,B1000192,534,4,1759579204
A653733,B1004712,611,4,1762293289
A679444,B1002359,484,4,1736740288
A731980,B1002966,283,4,1753716699
A285588,B1004990,1118,4,1737788256
A144614,B1004160,1066,4,1754213599
A740493,B1000182,829,3,1747487138
A583798,B1004189,1210,5,1747812744
A750329,B1002886,1400,4,1740985459
A121872,B1000076,5,5,1765548063
A137562,B1001376,744,4,1758456724
A537708,B1002690,497,5,1738223698
A523913,B1004213,928,5,1747084027
A576404,B1004300,159,5,1746735126
A162735,B1003617,1444,5,1756108609
A649228,B1004293,1361,5,1764995337
A289819,B1002012,549,4,1736186548
A124130,B1001947,237,5,1742934365
A513644,B1000174,654,5,1750047839
A417930,B1002788,1242,5,1746336586
A257695,B1001476,1481,5,1744738752
A622146,B1003253,279,5,1757145368
A725051,B1004801,509,5,1752232881
A207958,B1003956,904,5,1738789779
A461537,B1003763,147,5,1764788999
A570719,B1004354,675,5,1736441130
A126121,B1000249,1360,5,1760558269
A851148,B1003377,352,4,1753609460
A385300,B1004148,147,4,1758572751
A975762,B1002028,320,5,1754366105
A733228,B1002912,1113,5,1762300120
A490664,B1001425,456,5,1748025492
A709699,B1003629,10,4,1752183687
A677239,B1000318,1469,5,1758062604
A284601,B1004038,817,3,1748705684
A889351,B1001452,265,5,1749195714
A114605,B1001680,474,5,1763419599
A355384,B1002992,320,5,1754677778
A747201,B1002290,644,5,1734722325
A626217,B1002371,930,5,1741522022
A995271,B1000786,285,5,1749180761
A137754,B1002906,632,5,1753670072
A980807,B1004029,98,5,1763506992
A965720,B1002392,210,5,1750032635
A813569,B1002465,892,3,1740882559
A348232,B1004954,1319,4,1765601663
A751273,B1001555,410,5,1741467913
A122199,B1001846,1208,5,1738761316
A650120,B1002482,1339,4,1735272581
A806005,B1002603,221,5,1762541813
A658727,B1001337,1135,4,1753222787
A935989,B1003291,1299,5,1760040490
A315468,B1004075,1410,4,1752607713
A861922,B1004643,32,4,1749322037
A218127,B1002613,1022,5,1759306593
A397447,B1004795,864,4,1744695541
A712121,B1003865,1432,5,1761766083
A991686,B1001370,1336,5,1738901061
A563467,B1001138,1134,3,1753631334
A480833,B1003740,166,5,1753475742
A391654,B1002324,1276,5,1763718625
A373868,B1001890,1075,5,1765244175
A472526,B1004926,1265,5,1746583279
A581746,B1003097,361,5,1745714033
A195405,B1004283,565,5,1755641402
A227989,B1002418,873,5,1741528833
A562400,B1000366,327,5,1757707183
A133646,B1002748,586,5,1745002479
A775733,B1004497,1211,5,1746004713
A108197,B1001217,1130,4,1751298232
A927534,B1001348,280,4,1764725057
A808784,B1004013,626,5,1759086834
A698598,B1000247,342,4,1752266582
A312773,B1002659,272,4,1760609295
A722627,B1001177,347,5,1737746471
A853423,B1000943,741,5,1753260573
A356842,B1003873,722,4,1738082203
A853413,B1000311,1026,4,1753253766
A554341,B1002718,649,5,1755958596
A259492,B1002883,799,4,1746016662
A855726,B1001108,900,5,1765523447
A396279,B1002917,978,5,1747692407
A327564,B1001291,1366,5,1753527803
A576259,B1001265,1233,5,1757266186
A130557,B1003762,243,5,1738311677
A792014,B1002759,186,4,1754351320
A991673,B1000388,1409,5,1753438080
A891308,B1003433,417,5,1739906286
A406718,B1004123,642,4,1762103839
A110796,B1001678,294,5,1748319551
A887175,B1000277,1468,5,1739821128
A447088,B1001971,713,3,1747134578
A409057,B1000107,864,5,1754373127
A866267,B1004234,35,5,1755596914
A355029,B1004074,1259,5,1741287409
A593610,B1003655,59,4,1735020430
A550133,B1004843,172,4,1735194892
A704359,B1002453,867,5,1740994414
A159168,B1001827,1082,3,1751951532
A337352,B1004175,30,5,1754139111
A201590,B1001004,60,5,1765113761
A307346,B1001979,448,5,1740480287
A953457,B1004624,805,4,1747547063
A359158,B1004674,266,5,1738292639
A700457,B1000657,651,5,1758329525
A348216,B1000576,1027,5,1760007053
A302893,B1004854,476,5,1748189959
A106627,B1000436,671,5,1754599992
A347246,B1000601,1426,5,1747602364
A535371,B1003696,555,5,1756661036
A895587,B1002924,819,5,1763362936
A243919,B1003568,928,4,1762892207
A996923,B1003958,212,4,1760987414
A415175,B1000009,1057,5,1760359592
A824474,B1004273,993,5,1737489802
A688002,B1002725,306,5,1757698011
A462240,B1001019,1239,4,1740457980
A389831,B1004241,487,5,1765299276
A376582,B1001800,514,5,1750041981
A924484,B1003159,801,5,1758989867
A954392,B1004479,797,3,1755912855
A341024,B1001862,1035,4,1750484741
A972371,B1004291,563,5,1757178276
A284165,B1002256,1163,4,1750348806
A543933,B1001916,1333,5,1761176549
A736123,B1003815,344,5,1740510807
A392467,B1002812,934,5,1761621857
A941352,B1004550,366,5,1741544525
A575533,B1001331,1021,5,1749401987
A960412,B1000792,920,4,1765697113
A254587,B1002334,864,5,1743311484
A902770,B1000996,542,5,1763892472
A465961,B1002175,795,5,1743124575
A993295,B1002019,759,5,1762614178
A830439,B1003472,96,3,1744637326
A203837,B1002673,1396,5,1755072244
A229283,B1001840,809,5,1750694782
A331018,B1004030,923,5,1760732794
A362113,B1003429,206,5,1735213385
A845521,B1004719,634,5,1742694594
A266705,B1000846,1141,5,1754322023
A701830,B1004129,940,3,1739686622
A110760,B1002852,853,5,1746198305
A121872,B1004976,328,4,1753311409
A598655,B1001834,1062,3,1762792165
A576404,B1001358,90,4,1763556965
A563209,B1000668,478,5,1752477958
A134512,B1000579,545,4,1752571388
A747201,B1004079,717,5,1741171345
A632643,B1004860,421,4,1760388794
A196818,B1003745,869,5,1765863515
A634196,B1003565,310,5,1750789605
A743820,B1002482,1062,5,1766059760
A790422,B1001299,922,5,1744143523
A548519,B1001452,726,5,1737045157
A400176,B1004046,1320,4,1737374808
A151960,B1004998,1424,5,1755385259
A441004,B1000800,451,5,1761845201
A931782,B1002340,328,5,1742388536
A276857,B1001151,836,4,1750418253
A489545,B1001173,1365,5,1752781556
A950731,B1000022,555,5,1735420265
A999169,B1002382,587,4,1741546944
A307586,B1003552,1120,4,1755104964
A217077,B1004793,193,4,1762538353
A101380,B1000355,25,5,1751680255
A740392,B1002127,1327,5,1759702980
A389143,B1001628,1464,4,1749206483
A393132,B1004947,1246,5,1760068589
A531020,B1002896,1090,4,1741607687
A442623,B1003655,731,4,1741189274
A579985,B1002115,82,4,1763994584
A277977,B1000888,1101,5,1749981916
A847549,B1004056,354,4,1747637936
A627386,B1003556,467,5,1754807228
A282345,B1001605,155,4,1745258637
A966720,B1001531,914,5,1760678016
A774593,B1003559,416,5,1760653857
A747201,B1000401,333,5,1755134810
A246447,B1000250,134,5,1738707141
A317215,B1004980,549,5,1751778987
A862835,B1003347,267,4,1757030039
A791518,B1001087,779,5,1764259631
A931766,B1002112,1023,5,1744639019
A636487,B1004024,930,5,1762898128
A458180,B1003323,1048,4,1740192292
A924445,B1002808,1354,4,1738037249
A716978,B1001424,798,3,1760313490
A537415,B1004301,599,5,1759967010
A874554,B1000676,946,5,1737462978
A498237,B1004908,1221,4,1755575135
A277977,B1002959,274,5,1743247621
A637246,B1004073,1249,5,1765082954
A692831,B1002104,1286,5,1749443082
A982137,B1004966,658,4,1757765549
A202208,B1000912,1408,3,1746475009
A246488,B1002118,1104,5,1738992014
A590875,B1002931,938,5,1759096274
A846295,B1002925,491,3,1755463685
A625628,B1001511,437,5,1757110734
A832346,B1004876,1199,4,1752506075
A290787,B1001792,562,5,1763332121
A191951,B1004604,1191,4,1750360999
A332110,B1004816,130,5,1742291119
A292058,B1001574,847,3,1754192012
A266754,B1003837,943,5,1761191829
A762338,B1002935,1394,4,1739670157
A903186,B1003605,796,5,1744597235
A525531,B1002752,1360,4,1745964578
A225674,B1002511,1483,5,1738619392
A736123,B1001086,1025,5,1738780820
A824590,B1001170,448,4,1734904139
A812004,B1002911,1009,5,1745358589
A555674,B1001810,1421,5,1740246359
A824833,B1003501,1150,5,1747635034
A668481,B1002189,126,5,1737622388
A622154,B1003198,559,4,1765154272
A277977,B1004239,921,5,1734621437
A300294,B1000428,915,5,1759757573
A824474,B1003353,1214,5,1761745722
A445486,B1001556,754,5,1765236818
A959382,B1003944,1373,5,1735443357
A701232,B1003089,607,4,1743770986
A923978,B1002444,766,5,1741286084
A983348,B1003926,840,4,1762617217
A598789,B1003553,1315,5,1739514961
A238941,B1000968,843,5,1744844004
A366224,B1003571,1372,5,1734969166
A840381,B1004822,850,5,1741558695
A131709,B1001064,1449,5,1758012987
A139444,B1001753,963,5,1752599477
A511291,B1004060,605,4,1734946152
A725051,B1001510,1405,5,1744483974
A924445,B1004397,1486,5,1735569338
A809516,B1001345,779,4,1758046236
A928757,B1004272,207,5,1735045308
A377560,B1001958,1076,4,1756243691
A102997,B1000847,1256,3,1756283748
A699059,B1000688,1330,5,1765408599
A221673,B1002466,1087,3,1749516623
A804823,B1002747,52,5,1737306908
A750329,B1001471,1210,5,1763626333
A794357,B1001876,639,4,1745759914
A338500,B1000729,1179,5,1739834690
A979473,B1004410,523,4,1760286766
A405673,B1003875,1298,5,1757294043
A618288,B1003110,1495,5,1745203662
A700457,B1003717,935,4,1765519772
A129020,B1002529,548,5,1741185010
A611918,B1002146,455,5,1749835159
A409037,B1002833,673,3,1735544728
A894043,B1003374,1178,5,1757050916
A432073,B1002792,583,5,1752375582
A576404,B1004424,703,5,1761047779
A971466,B1002457,1103,4,1763928307
A143898,B1002205,194,4,1743149811
A966562,B1000216,199,4,1757209866
A792434,B1004373,908,4,1744377184
A920236,B1002992,558,5,1747083326
A623491,B1001723,1225,5,1756544576
A230276,B1002868,307,5,1743271209
A180768,B1002100,885,5,1763074395
A638283,B1003001,1002,5,1758320482
A654454,B1000622,990,5,1761366192
A520278,B1003757,134,4,1737640611
A442768,B1002413,953,5,1737514937
A208113,B1000991,350,5,1756198787
A222887,B1000240,917,5,1765662038
A159491,B1000032,806,5,1747825206
A707925,B1000178,864,3,1750749842
A515983,B1003428,783,4,1757850559
A560450,B1004234,921,4,1747891273
A925546,B1001689,1107,5,1762712101
A903417,B1001079,195,5,1761742801
A595259,B1003495,442,5,1734660842
A777222,B1001878,532,5,1749921667
A910456,B1000824,52,3,1740722800
A878948,B1000444,367,5,1758668160
A765014,B1002302,1483,5,1759767404
A882633,B1000737,1413,4,1752931853
A402723,B1002098,421,4,1749346984
A341219,B1001781,798,5,1758731517
A873093,B1002636,1441,3,1748156992
A667831,B1002654,1020,5,1754164698
A373673,B1002347,661,4,1745748064
A593486,B1000708,1012,5,1758016300
A969895,B1001924,10,5,1762012492
A953684,B1002082,350,4,1760562635
A655164,B1002867,867,4,1738219524
A632643,B1004517,873,5,1748750701
A488826,B1004564,1034,4,1738462489
A463153,B1001183,983,5,1755475070
A442163,B1002744,417,3,1748748296
A345137,B1002153,50,5,1748281589
A660574,B1001784,1100,5,1749228348
A766667,B1001429,1170,5,1746454467
A779340,B1002067,1048,5,1745047284
A953825,B1002550,169,5,1736385635
A103584,B1002388,1065,5,1744789965
A993037,B1001684,880,5,1757683606
A286754,B1000201,947,5,1750407503
A858626,B1003118,191,5,1743602037
A750290,B1003538,1322,5,1753275838
A513727,B1000249,1151,4,1748599494
A445293,B1001862,770,4,1745230394
A502419,B1000243,1109,5,1747324789
A809516,B1004104,343,5,1750012853
A231608,B1002214,985,5,1735142354
A284748,B1004398,1095,5,1761547413
A413191,B1001069,1188,5,1746744935
A676793,B1004220,749,4,1764500113
A922898,B1000829,561,5,1757651167
A908861,B1000127,316,5,1750562975
A862019,B1004286,1466,5,1735249516
A652611,B1003436,199,5,1749988861
A472243,B1001748,571,5,1750945321
A397638,B1001893,774,5,1738348690
A320338,B1003419,798,5,1761046545
A915794,B1001718,1359,4,1754597091
A752076,B1001236,173,5,1746162567
A809182,B1000333,724,5,1755032153
A341136,B1003760,1220,4,1759730739
A582725,B1001189,261,5,1765757534
A485569,B1000917,516,5,1755707775
A990900,B1001121,665,5,1744388378
A429314,B1002508,164,5,1743337226
A860749,B1004507,1474,5,1760921771
A137754,B1003572,836,5,1749811007
A202297,B1001095,496,4,1754146187
A138570,B1004081,724,5,1735086989
A947368,B1000759,556,3,1738521622
A189904,B1004600,618,5,1749423151
A296376,B1002954,604,5,1765159516
A282292,B1003785,1047,5,1742147219
A364432,B1000493,504,5,1741396463
A805875,B1001445,352,5,1746671438
A690214,B1002884,979,4,1761672661
A963411,B1000584,769,5,1759253096
A876543,B1000280,1302,5,1734659585
A815529,B1002260,219,5,1750391144
A352485,B1002496,972,5,1741004715
A132744,B1001328,1272,4,1739999166
A139505,B1002322,491,5,1749011745
A121601,B1004238,1002,5,1761647902
A871122,B1002917,813,4,1759676115
A226133,B1001971,526,5,1751378868
A275753,B1004202,1093,5,1758972786
A452151,B1000038,692,5,1735428533
A398171,B1000628,902,4,1743532977
A522078,B1004370,151,5,1759532045
A348076,B1002942,578,5,1748957466
A718439,B1004345,1055,4,1758365102
A438209,B1000134,521,5,1749363334
A708658,B1002968,307,5,1743722334
A893121,B1003974,1199,5,1737193125
A230624,B1000182,1110,4,1737717183
A299121,B1002496,167,5,1742010953
A750856,B1001209,594,4,1750084237
A404993,B1001332,1406,5,1763661404
A548826,B1001558,47,4,1734666222
A917403,B1000641,1306,4,1741465984
A215695,B1001343,783,5,1740035367
