product_id,title,category,price,brand,tags,image_url
B1000030,"Apple Watch SE (GPS, 44mm)",Electronics,164.72,Apple,electronics,
B1000031,Logitech MX Master 3S Wireless Mouse,Electronics,61.62,Logitech,electronics,
B1000032,JBL Charge 5 Bluetooth Speaker,Electronics,252.96,JBL,electronics,
B1000033,Bose QuietComfort Ultra Headphones,Electronics,394.72,Bose,electronics,
B1000034,Anker PowerCore 20000mAh Power Bank,Electronics,548.13,Anker,electronics,
B1000035,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,526.78,Sony,electronics,
B1000036,Apple AirPods Pro (2nd Generation),Electronics,401.73,Apple,electronics,
B1000037,Apple AirPods Pro (2nd Generation),Electronics,334.7,Apple,electronics,
B1000038,Anker PowerCore 20000mAh Power Bank,Electronics,115.68,Anker,electronics,
B1000039,Samsung Galaxy Tab A9,Electronics,278.78,Samsung,electronics,
B1000040,Anker PowerCore 20000mAh Power Bank,Electronics,303.77,Anker,electronics,
B1000041,Kindle Paperwhite (11th Generation),Electronics,455.33,Kindle,electronics,
B1000042,Kindle Paperwhite (11th Generation),Electronics,332.02,Kindle,electronics,
B1000043,GoPro HERO11 Black Action Camera,Electronics,345.62,GoPro,electronics,
B1000044,Kindle Paperwhite (11th Generation),Electronics,226.88,Kindle,electronics,
B1000045,Apple AirPods Pro (2nd Generation),Electronics,347.08,Apple,electronics,
B1000046,"Apple Watch SE (GPS, 44mm)",Electronics,473.83,Apple,electronics,
B1000047,Logitech MX Master 3S Wireless Mouse,Electronics,548.86,Logitech,electronics,
B1000048,Kindle Paperwhite (11th Generation),Electronics,474.1,Kindle,electronics,
B1000049,Samsung Galaxy Tab A9,Electronics,320.98,Samsung,electronics,
B1000050,Anker PowerCore 20000mAh Power Bank,Electronics,193.71,Anker,electronics,
B1000051,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,73.8,Sony,electronics,
B1000052,GoPro HERO11 Black Action Camera,Electronics,345.5,GoPro,electronics,
B1000053,Logitech MX Master 3S Wireless Mouse,Electronics,577.94,Logitech,electronics,
B1000054,Apple AirPods Pro (2nd Generation),Electronics,565.83,Apple,electronics,
B1000055,Samsung Galaxy Tab A9,Electronics,496.35,Samsung,electronics,
B1000056,Bose QuietComfort Ultra Headphones,Electronics,180.6,Bose,electronics,
B1000057,Apple AirPods Pro (2nd Generation),Electronics,494.3,Apple,electronics,
B1000058,JBL Charge 5 Bluetooth Speaker,Electronics,211.62,JBL,electronics,
B1000059,Samsung Galaxy Tab A9,Electronics,218.82,Samsung,electronics,
B1000060,"Apple Watch SE (GPS, 44mm)",Electronics,298.1,Apple,electronics,
B1000061,Anker PowerCore 20000mAh Power Bank,Electronics,220.33,Anker,electronics,
B1000062,Bose QuietComfort Ultra Headphones,Electronics,291.58,Bose,electronics,
B1000063,Samsung Galaxy Tab A9,Electronics,88.65,Samsung,electronics,
B1000064,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,354.09,Sony,electronics,
B1000065,Apple AirPods Pro (2nd Generation),Electronics,90.48,Apple,electronics,
B1000066,JBL Charge 5 Bluetooth Speaker,Electronics,329.09,JBL,electronics,
B1000067,Anker PowerCore 20000mAh Power Bank,Electronics,346.5,Anker,electronics,
B1000068,"Apple Watch SE (GPS, 44mm)",Electronics,584.7,Apple,electronics,
B1000069,Kindle Paperwhite (11th Generation),Electronics,213.29,Kindle,electronics,
B1000070,GoPro HERO11 Black Action Camera,Electronics,327.31,GoPro,electronics,
B1000071,"Apple Watch SE (GPS, 44mm)",Electronics,307.24,Apple,electronics,
B1000072,JBL Charge 5 Bluetooth Speaker,Electronics,589.77,JBL,electronics,
B1000073,Bose QuietComfort Ultra Headphones,Electronics,445.95,Bose,electronics,
B1000074,GoPro HERO11 Black Action Camera,Electronics,342.41,GoPro,electronics,
B1000075,Bose QuietComfort Ultra Headphones,Electronics,50.66,Bose,electronics,
B1000076,Apple AirPods Pro (2nd Generation),Electronics,595.34,Apple,electronics,
B1000077,Bose QuietComfort Ultra Headphones,Electronics,541.71,Bose,electronics,
B1000078,Bose QuietComfort Ultra Headphones,Electronics,180.37,Bose,electronics,
B1000079,Kindle Paperwhite (11th Generation),Electronics,129.55,Kindle,electronics,
B1000080,GoPro HERO11 Black Action Camera,Electronics,97.14,GoPro,electronics,
B1000081,JBL Charge 5 Bluetooth Speaker,Electronics,243.17,JBL,electronics,
B1000082,Samsung Galaxy Tab A9,Electronics,150.72,Samsung,electronics,
B1000083,Bose QuietComfort Ultra Headphones,Electronics,220.49,Bose,electronics,
B1000084,Samsung Galaxy Tab A9,Electronics,157.51,Samsung,electronics,
B1000085,Anker PowerCore 20000mAh Power Bank,Electronics,549.87,Anker,electronics,
B1000086,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,50.64,Sony,electronics,
B1000087,GoPro HERO11 Black Action Camera,Electronics,530.66,GoPro,electronics,
B1000088,GoPro HERO11 Black Action Camera,Electronics,379.66,GoPro,electronics,
B1000089,GoPro HERO11 Black Action Camera,Electronics,102.41,GoPro,electronics,
B1000090,"Apple Watch SE (GPS, 44mm)",Electronics,218.29,Apple,electronics,
B1000091,Logitech MX Master 3S Wireless Mouse,Electronics,247.68,Logitech,electronics,
B1000092,Logitech MX Master 3S Wireless Mouse,Electronics,244.87,Logitech,electronics,
B1000093,Apple AirPods Pro (2nd Generation),Electronics,76.01,Apple,electronics,
B1000094,GoPro HERO11 Black Action Camera,Electronics,396.14,GoPro,electronics,
B1000095,GoPro HERO11 Black Action Camera,Electronics,499.48,GoPro,electronics,
B1000096,Bose QuietComfort Ultra Headphones,Electronics,483.55,Bose,electronics,
B1000097,Apple AirPods Pro (2nd Generation),Electronics,454.41,Apple,electronics,
B1000098,Kindle Paperwhite (11th Generation),Electronics,559.66,Kindle,electronics,
B1000099,GoPro HERO11 Black Action Camera,Electronics,221.75,GoPro,electronics,
B1000100,Logitech MX Master 3S Wireless Mouse,Electronics,549.09,Logitech,electronics,
B1000101,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,210.88,Sony,electronics,
B1000102,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,309.43,Sony,electronics,
B1000103,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,480.07,Sony,electronics,
B1000104,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,226.82,Sony,electronics,
B1000105,"Apple Watch SE (GPS, 44mm)",Electronics,463.13,Apple,electronics,
B1000106,GoPro HERO11 Black Action Camera,Electronics,205.4,GoPro,electronics,
B1000107,"Apple Watch SE (GPS, 44mm)",Electronics,442.11,Apple,electronics,
B1000108,Samsung Galaxy Tab A9,Electronics,196.37,Samsung,electronics,
B1000109,JBL Charge 5 Bluetooth Speaker,Electronics,590.33,JBL,electronics,
B1000110,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,461.44,Sony,electronics,
B1000111,Kindle Paperwhite (11th Generation),Electronics,87.9,Kindle,electronics,
B1000112,Apple AirPods Pro (2nd Generation),Electronics,142.14,Apple,electronics,
B1000113,GoPro HERO11 Black Action Camera,Electronics,129.28,GoPro,electronics,
B1000114,JBL Charge 5 Bluetooth Speaker,Electronics,87.87,JBL,electronics,
B1000115,"Apple Watch SE (GPS, 44mm)",Electronics,189.61,Apple,electronics,
B1000116,Apple AirPods Pro (2nd Generation),Electronics,372.93,Apple,electronics,
B1000117,Samsung Galaxy Tab A9,Electronics,378.72,Samsung,electronics,
B1000118,Anker PowerCore 20000mAh Power Bank,Electronics,584.17,Anker,electronics,
B1000119,Logitech MX Master 3S Wireless Mouse,Electronics,326.18,Logitech,electronics,
B1000120,"Apple Watch SE (GPS, 44mm)",Electronics,230.65,Apple,electronics,
B1000121,Logitech MX Master 3S Wireless Mouse,Electronics,255.91,Logitech,electronics,
B1000122,Bose QuietComfort Ultra Headphones,Electronics,200.77,Bose,electronics,
B1000123,JBL Charge 5 Bluetooth Speaker,Electronics,443.19,JBL,electronics,
B1000124,GoPro HERO11 Black Action Camera,Electronics,488.39,GoPro,electronics,
B1000125,GoPro HERO11 Black Action Camera,Electronics,527.4,GoPro,electronics,
B1000126,Anker PowerCore 20000mAh Power Bank,Electronics,423.82,Anker,electronics,
B1000127,JBL Charge 5 Bluetooth Speaker,Electronics,470.33,JBL,electronics,
B1000128,GoPro HERO11 Black Action Camera,Electronics,258.47,GoPro,electronics,
B1000129,"Apple Watch SE (GPS, 44mm)",Electronics,225.92,Apple,electronics,
B1000130,Apple AirPods Pro (2nd Generation),Electronics,551.49,Apple,electronics,
B1000131,Kindle Paperwhite (11th Generation),Electronics,406.85,Kindle,electronics,
B1000132,Logitech MX Master 3S Wireless Mouse,Electronics,527.18,Logitech,electronics,
B1000133,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,363.54,Sony,electronics,
B1000134,Samsung Galaxy Tab A9,Electronics,406.82,Samsung,electronics,
B1000135,JBL Charge 5 Bluetooth Speaker,Electronics,86.83,JBL,electronics,
B1000136,Kindle Paperwhite (11th Generation),Electronics,271.89,Kindle,electronics,
B1000137,Logitech MX Master 3S Wireless Mouse,Electronics,496.8,Logitech,electronics,
B1000138,GoPro HERO11 Black Action Camera,Electronics,104.33,GoPro,electronics,
B1000139,GoPro HERO11 Black Action Camera,Electronics,441.35,GoPro,electronics,
B1000140,Apple AirPods Pro (2nd Generation),Electronics,73.44,Apple,electronics,
B1000141,Logitech MX Master 3S Wireless Mouse,Electronics,131.75,Logitech,electronics,
B1000142,Logitech MX Master 3S Wireless Mouse,Electronics,385.34,Logitech,electronics,
B1000143,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,130.98,Sony,electronics,
B1000144,Apple AirPods Pro (2nd Generation),Electronics,121.58,Apple,electronics,
B1000145,Samsung Galaxy Tab A9,Electronics,366.89,Samsung,electronics,
B1000146,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,392.77,Sony,electronics,
B1000147,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,387.81,Sony,electronics,
B1000148,GoPro HERO11 Black Action Camera,Electronics,315.9,GoPro,electronics,
B1000149,Anker PowerCore 20000mAh Power Bank,Electronics,193.07,Anker,electronics,
B1000150,JBL Charge 5 Bluetooth Speaker,Electronics,389.97,JBL,electronics,
B1000151,Bose QuietComfort Ultra Headphones,Electronics,99.68,Bose,electronics,
B1000152,Kindle Paperwhite (11th Generation),Electronics,494.4,Kindle,electronics,
B1000153,Apple AirPods Pro (2nd Generation),Electronics,194.39,Apple,electronics,
B1000154,Logitech MX Master 3S Wireless Mouse,Electronics,185.1,Logitech,electronics,
B1000155,Apple AirPods Pro (2nd Generation),Electronics,208.61,Apple,electronics,
B1000156,Logitech MX Master 3S Wireless Mouse,Electronics,297.21,Logitech,electronics,
B1000157,Anker PowerCore 20000mAh Power Bank,Electronics,201.11,Anker,electronics,
B1000158,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,357.79,Sony,electronics,
B1000159,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,323.09,Sony,electronics,
B1000160,"Apple Watch SE (GPS, 44mm)",Electronics,386.05,Apple,electronics,
B1000161,Samsung Galaxy Tab A9,Electronics,255.33,Samsung,electronics,
B1000162,Apple AirPods Pro (2nd Generation),Electronics,469.09,Apple,electronics,
B1000163,JBL Charge 5 Bluetooth Speaker,Electronics,361.39,JBL,electronics,
B1000164,Kindle Paperwhite (11th Generation),Electronics,597.72,Kindle,electronics,
B1000165,Samsung Galaxy Tab A9,Electronics,328.34,Samsung,electronics,
B1000166,GoPro HERO11 Black Action Camera,Electronics,383.29,GoPro,electronics,
B1000167,Apple AirPods Pro (2nd Generation),Electronics,46.44,Apple,electronics,
B1000168,GoPro HERO11 Black Action Camera,Electronics,153.54,GoPro,electronics,
B1000169,Samsung Galaxy Tab A9,Electronics,242.18,Samsung,electronics,
B1000170,Kindle Paperwhite (11th Generation),Electronics,592.92,Kindle,electronics,
B1000171,Anker PowerCore 20000mAh Power Bank,Electronics,448.99,Anker,electronics,
B1000172,GoPro HERO11 Black Action Camera,Electronics,165.61,GoPro,electronics,
B1000173,JBL Charge 5 Bluetooth Speaker,Electronics,155.93,JBL,electronics,
B1000174,Apple AirPods Pro (2nd Generation),Electronics,501.45,Apple,electronics,
B1000175,Samsung Galaxy Tab A9,Electronics,245.81,Samsung,electronics,
B1000176,GoPro HERO11 Black Action Camera,Electronics,292.85,GoPro,electronics,
B1000177,Samsung Galaxy Tab A9,Electronics,130.68,Samsung,electronics,
B1000178,Samsung Galaxy Tab A9,Electronics,311.77,Samsung,electronics,
B1000179,Logitech MX Master 3S Wireless Mouse,Electronics,57.09,Logitech,electronics,
B1000180,Apple AirPods Pro (2nd Generation),Electronics,103.24,Apple,electronics,
B1000181,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,399.64,Sony,electronics,
B1000182,Anker PowerCore 20000mAh Power Bank,Electronics,107.89,Anker,electronics,
B1000183,"Apple Watch SE (GPS, 44mm)",Electronics,428.74,Apple,electronics,
B1000184,GoPro HERO11 Black Action Camera,Electronics,472.0,GoPro,electronics,
B1000185,Bose QuietComfort Ultra Headphones,Electronics,563.15,Bose,electronics,
B1000186,GoPro HERO11 Black Action Camera,Electronics,129.87,GoPro,electronics,
B1000187,Bose QuietComfort Ultra Headphones,Electronics,427.99,Bose,electronics,
B1000188,Logitech MX Master 3S Wireless Mouse,Electronics,513.79,Logitech,electronics,
B1000189,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,449.28,Sony,electronics,
B1000190,Samsung Galaxy Tab A9,Electronics,121.01,Samsung,electronics,
B1000191,JBL Charge 5 Bluetooth Speaker,Electronics,483.08,JBL,electronics,
B1000192,Kindle Paperwhite (11th Generation),Electronics,524.42,Kindle,electronics,
B1000193,Apple AirPods Pro (2nd Generation),Electronics,272.62,Apple,electronics,
B1000194,Apple AirPods Pro (2nd Generation),Electronics,108.44,Apple,electronics,
B1000195,Apple AirPods Pro (2nd Generation),Electronics,594.11,Apple,electronics,
B1000196,Anker PowerCore 20000mAh Power Bank,Electronics,524.19,Anker,electronics,
B1000197,JBL Charge 5 Bluetooth Speaker,Electronics,360.69,JBL,electronics,
B1000198,Anker PowerCore 20000mAh Power Bank,Electronics,183.62,Anker,electronics,
B1000199,Bose QuietComfort Ultra Headphones,Electronics,143.74,Bose,electronics,
B1000200,Anker PowerCore 20000mAh Power Bank,Electronics,192.32,Anker,electronics,
B1000201,Logitech MX Master 3S Wireless Mouse,Electronics,538.75,Logitech,electronics,
B1000202,Samsung Galaxy Tab A9,Electronics,496.61,Samsung,electronics,
B1000203,"Apple Watch SE (GPS, 44mm)",Electronics,522.03,Apple,electronics,
B1000204,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,149.82,Sony,electronics,
B1000205,Kindle Paperwhite (11th Generation),Electronics,55.38,Kindle,electronics,
B1000206,"Apple Watch SE (GPS, 44mm)",Electronics,194.31,Apple,electronics,
B1000207,Anker PowerCore 20000mAh Power Bank,Electronics,279.45,Anker,electronics,
B1000208,Logitech MX Master 3S Wireless Mouse,Electronics,575.43,Logitech,electronics,
B1000209,GoPro HERO11 Black Action Camera,Electronics,496.84,GoPro,electronics,
B1000210,Samsung Galaxy Tab A9,Electronics,503.53,Samsung,electronics,
B1000211,Bose QuietComfort Ultra Headphones,Electronics,136.01,Bose,electronics,
B1000212,"Apple Watch SE (GPS, 44mm)",Electronics,223.09,Apple,electronics,
B1000213,Bose QuietComfort Ultra Headphones,Electronics,392.8,Bose,electronics,
B1000214,Logitech MX Master 3S Wireless Mouse,Electronics,410.18,Logitech,electronics,
B1000215,Kindle Paperwhite (11th Generation),Electronics,108.4,Kindle,electronics,
B1000216,Bose QuietComfort Ultra Headphones,Electronics,207.59,Bose,electronics,
B1000217,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,410.97,Sony,electronics,
B1000218,Bose QuietComfort Ultra Headphones,Electronics,253.92,Bose,electronics,
B1000219,Kindle Paperwhite (11th Generation),Electronics,210.7,Kindle,electronics,
B1000220,GoPro HERO11 Black Action Camera,Electronics,72.01,GoPro,electronics,
B1000221,Bose QuietComfort Ultra Headphones,Electronics,83.05,Bose,electronics,
B1000222,Anker PowerCore 20000mAh Power Bank,Electronics,84.05,Anker,electronics,
B1000223,"Apple Watch SE (GPS, 44mm)",Electronics,412.91,Apple,electronics,
B1000224,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,168.92,Sony,electronics,
B1000225,"Apple Watch SE (GPS, 44mm)",Electronics,530.04,Apple,electronics,
B1000226,"Apple Watch SE (GPS, 44mm)",Electronics,316.32,Apple,electronics,
B1000227,Anker PowerCore 20000mAh Power Bank,Electronics,106.59,Anker,electronics,
B1000228,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,540.01,Sony,electronics,
B1000229,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,372.88,Sony,electronics,
B1000230,GoPro HERO11 Black Action Camera,Electronics,447.27,GoPro,electronics,
B1000231,Apple AirPods Pro (2nd Generation),Electronics,544.9,Apple,electronics,
B1000232,Samsung Galaxy Tab A9,Electronics,46.78,Samsung,electronics,
B1000233,GoPro HERO11 Black Action Camera,Electronics,182.56,GoPro,electronics,
B1000234,Logitech MX Master 3S Wireless Mouse,Electronics,81.94,Logitech,electronics,
B1000235,Anker PowerCore 20000mAh Power Bank,Electronics,294.79,Anker,electronics,
B1000236,Logitech MX Master 3S Wireless Mouse,Electronics,241.96,Logitech,electronics,
B1000237,Apple AirPods Pro (2nd Generation),Electronics,125.93,Apple,electronics,
B1000238,Anker PowerCore 20000mAh Power Bank,Electronics,276.64,Anker,electronics,
B1000239,Anker PowerCore 20000mAh Power Bank,Electronics,427.69,Anker,electronics,
B1000240,Bose QuietComfort Ultra Headphones,Electronics,328.49,Bose,electronics,
B1000241,Anker PowerCore 20000mAh Power Bank,Electronics,295.91,Anker,electronics,
B1000242,Apple AirPods Pro (2nd Generation),Electronics,591.61,Apple,electronics,
B1000243,Bose QuietComfort Ultra Headphones,Electronics,548.68,Bose,electronics,
B1000244,Samsung Galaxy Tab A9,Electronics,58.85,Samsung,electronics,
B1000245,Kindle Paperwhite (11th Generation),Electronics,506.42,Kindle,electronics,
B1000246,JBL Charge 5 Bluetooth Speaker,Electronics,438.79,JBL,electronics,
B1000247,JBL Charge 5 Bluetooth Speaker,Electronics,352.0,JBL,electronics,
B1000248,Kindle Paperwhite (11th Generation),Electronics,519.6,Kindle,electronics,
B1000249,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,592.04,Sony,electronics,
B1000250,Apple AirPods Pro (2nd Generation),Electronics,308.67,Apple,electronics,
B1000251,GoPro HERO11 Black Action Camera,Electronics,342.24,GoPro,electronics,
B1000252,"Apple Watch SE (GPS, 44mm)",Electronics,539.07,Apple,electronics,
B1000253,"Apple Watch SE (GPS, 44mm)",Electronics,134.59,Apple,electronics,
B1000254,JBL Charge 5 Bluetooth Speaker,Electronics,528.61,JBL,electronics,
B1000255,Logitech MX Master 3S Wireless Mouse,Electronics,590.43,Logitech,electronics,
B1000256,GoPro HERO11 Black Action Camera,Electronics,266.26,GoPro,electronics,
B1000257,Samsung Galaxy Tab A9,Electronics,365.34,Samsung,electronics,
B1000258,Bose QuietComfort Ultra Headphones,Electronics,448.21,Bose,electronics,
B1000259,"Apple Watch SE (GPS, 44mm)",Electronics,356.6,Apple,electronics,
B1000260,Logitech MX Master 3S Wireless Mouse,Electronics,350.79,Logitech,electronics,
B1000261,GoPro HERO11 Black Action Camera,Electronics,260.73,GoPro,electronics,
B1000262,Anker PowerCore 20000mAh Power Bank,Electronics,539.57,Anker,electronics,
B1000263,Bose QuietComfort Ultra Headphones,Electronics,69.99,Bose,electronics,
B1000264,Anker PowerCore 20000mAh Power Bank,Electronics,375.8,Anker,electronics,
B1000265,Bose QuietComfort Ultra Headphones,Electronics,97.43,Bose,electronics,
B1000266,Apple AirPods Pro (2nd Generation),Electronics,177.99,Apple,electronics,
B1000267,Kindle Paperwhite (11th Generation),Electronics,305.24,Kindle,electronics,
B1000268,Logitech MX Master 3S Wireless Mouse,Electronics,434.0,Logitech,electronics,
B1000269,GoPro HERO11 Black Action Camera,Electronics,422.58,GoPro,electronics,
B1000270,Kindle Paperwhite (11th Generation),Electronics,340.16,Kindle,electronics,
B1000271,Logitech MX Master 3S Wireless Mouse,Electronics,187.73,Logitech,electronics,
B1000272,Bose QuietComfort Ultra Headphones,Electronics,296.48,Bose,electronics,
B1000273,JBL Charge 5 Bluetooth Speaker,Electronics,166.18,JBL,electronics,
B1000274,GoPro HERO11 Black Action Camera,Electronics,204.63,GoPro,electronics,
B1000275,GoPro HERO11 Black Action Camera,Electronics,75.21,GoPro,electronics,
B1000276,JBL Charge 5 Bluetooth Speaker,Electronics,377.32,JBL,electronics,
B1000277,Logitech MX Master 3S Wireless Mouse,Electronics,509.06,Logitech,electronics,
B1000278,Samsung Galaxy Tab A9,Electronics,302.88,Samsung,electronics,
B1000279,Apple AirPods Pro (2nd Generation),Electronics,498.99,Apple,electronics,
B1000280,Bose QuietComfort Ultra Headphones,Electronics,193.56,Bose,electronics,
B1000281,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,234.21,Sony,electronics,
B1000282,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,250.03,Sony,electronics,
B1000283,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,561.78,Sony,electronics,
B1000284,Apple AirPods Pro (2nd Generation),Electronics,60.48,Apple,electronics,
B1000285,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,139.68,Sony,electronics,
B1000286,Logitech MX Master 3S Wireless Mouse,Electronics,176.17,Logitech,electronics,
B1000287,JBL Charge 5 Bluetooth Speaker,Electronics,53.73,JBL,electronics,
B1000288,"Apple Watch SE (GPS, 44mm)",Electronics,423.8,Apple,electronics,
B1000289,"Apple Watch SE (GPS, 44mm)",Electronics,131.9,Apple,electronics,
B1000290,Logitech MX Master 3S Wireless Mouse,Electronics,437.93,Logitech,electronics,
B1000291,Anker PowerCore 20000mAh Power Bank,Electronics,317.51,Anker,electronics,
B1000292,JBL Charge 5 Bluetooth Speaker,Electronics,492.47,JBL,electronics,
B1000293,Anker PowerCore 20000mAh Power Bank,Electronics,222.63,Anker,electronics,
B1000294,JBL Charge 5 Bluetooth Speaker,Electronics,125.1,JBL,electronics,
B1000295,Logitech MX Master 3S Wireless Mouse,Electronics,148.06,Logitech,electronics,
B1000296,Samsung Galaxy Tab A9,Electronics,326.11,Samsung,electronics,
B1000297,Kindle Paperwhite (11th Generation),Electronics,315.54,Kindle,electronics,
B1000298,Apple AirPods Pro (2nd Generation),Electronics,278.89,Apple,electronics,
B1000299,Logitech MX Master 3S Wireless Mouse,Electronics,223.14,Logitech,electronics,
B1000300,Apple AirPods Pro (2nd Generation),Electronics,570.18,Apple,electronics,
B1000301,Anker PowerCore 20000mAh Power Bank,Electronics,128.07,Anker,electronics,
B1000302,Kindle Paperwhite (11th Generation),Electronics,286.62,Kindle,electronics,
B1000303,"Apple Watch SE (GPS, 44mm)",Electronics,347.34,Apple,electronics,
B1000304,Logitech MX Master 3S Wireless Mouse,Electronics,236.44,Logitech,electronics,
B1000305,GoPro HERO11 Black Action Camera,Electronics,112.63,GoPro,electronics,
B1000306,JBL Charge 5 Bluetooth Speaker,Electronics,280.9,JBL,electronics,
B1000307,Anker PowerCore 20000mAh Power Bank,Electronics,186.44,Anker,electronics,
B1000308,GoPro HERO11 Black Action Camera,Electronics,415.25,GoPro,electronics,
B1000309,Samsung Galaxy Tab A9,Electronics,362.56,Samsung,electronics,
B1000310,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,352.04,Sony,electronics,
B1000311,Logitech MX Master 3S Wireless Mouse,Electronics,106.68,Logitech,electronics,
B1000312,Kindle Paperwhite (11th Generation),Electronics,574.56,Kindle,electronics,
B1000313,Bose QuietComfort Ultra Headphones,Electronics,160.32,Bose,electronics,
B1000314,Bose QuietComfort Ultra Headphones,Electronics,80.35,Bose,electronics,
B1000315,GoPro HERO11 Black Action Camera,Electronics,266.26,GoPro,electronics,
B1000316,GoPro HERO11 Black Action Camera,Electronics,194.15,GoPro,electronics,
B1000317,Anker PowerCore 20000mAh Power Bank,Electronics,128.85,Anker,electronics,
B1000318,"Apple Watch SE (GPS, 44mm)",Electronics,51.2,Apple,electronics,
B1000319,Samsung Galaxy Tab A9,Electronics,157.14,Samsung,electronics,
B1000320,Anker PowerCore 20000mAh Power Bank,Electronics,440.24,Anker,electronics,
B1000321,JBL Charge 5 Bluetooth Speaker,Electronics,277.33,JBL,electronics,
B1000322,Samsung Galaxy Tab A9,Electronics,66.04,Samsung,electronics,
B1000323,JBL Charge 5 Bluetooth Speaker,Electronics,465.69,JBL,electronics,
B1000324,"Apple Watch SE (GPS, 44mm)",Electronics,167.26,Apple,electronics,
B1000325,GoPro HERO11 Black Action Camera,Electronics,310.11,GoPro,electronics,
B1000326,GoPro HERO11 Black Action Camera,Electronics,364.62,GoPro,electronics,
B1000327,Kindle Paperwhite (11th Generation),Electronics,255.87,Kindle,electronics,
